GeneSymbol,T.8Nve #1,T.8Nve#2
RPP38,40,57
RPP38-DT,7,4
RPP40,31,93
RPP40P1,0,0
RPP40P2,7,0
RPPH1,0,0
RPPH1-2P,0,0
RPPH1-3P,0,0
RPRD1A,153,203
RPRD1B,104,134
RPRD2,421,394
RPRM,1,3
RPRML,0,3
RPS10,338,375
RPS10-NUDT3,0,0
RPS10P14,3,1
RPS10P16,11,22
RPS10P18,0,0
RPS10P2,2,0
RPS10P20,0,0
RPS10P21,0,0
RPS10P27,0,1
RPS10P28,2,2
RPS10P3,6,3
RPS10P5,2,2
RPS10P7,15,24
RPS11,6668,8255
RPS11P1,0,0
RPS11P5,12,13
RPS11P7,0,0
RPS12,17607,18907
RPS12P10,1,0
RPS12P15,0,0
RPS12P16,0,0
RPS12P17,0,0
RPS12P18,0,2
RPS12P2,0,0
RPS12P20,31,13
RPS12P21,0,0
RPS12P23,0,1
RPS12P24,0,0
RPS12P26,1,3
RPS12P27,23,8
RPS12P28,0,0
RPS12P3,2,13
RPS12P31,0,1
RPS12P4,6,2
RPS12P5,0,0
RPS13,10737,12098
RPS13P2,26,29
RPS13P3,0,0
RPS13P4,3,0
RPS13P5,0,5
RPS14,11335,13317
RPS14P4,0,0
RPS14P5,0,0
RPS14P7,0,0
RPS14P8,2,2
RPS15,4345,4839
RPS15A,3755,4097
RPS15AP1,11,21
RPS15AP10,8,18
RPS15AP11,0,5
RPS15AP12,2,9
RPS15AP13,0,0
RPS15AP16,2,1
RPS15AP17,0,0
RPS15AP18,5,0
RPS15AP24,3,8
RPS15AP25,0,1
RPS15AP27,0,0
RPS15AP28,0,0
RPS15AP29,0,0
RPS15AP3,0,0
RPS15AP30,6,3
RPS15AP32,0,0
RPS15AP34,0,0
RPS15AP36,0,0
RPS15AP38,1,7
RPS15AP40,1,6
RPS15AP5,0,0
RPS15AP6,0,0
RPS15AP7,0,0
RPS15AP9,0,0
RPS15P4,59,62
RPS15P5,5,4
RPS15P9,0,1
RPS16,8645,9569
RPS16P2,1,0
RPS16P3,0,0
RPS16P5,3,6
RPS16P8,0,0
RPS16P9,0,0
RPS17,87,168
RPS17P1,0,0
RPS17P11,0,0
RPS17P13,0,9
RPS17P14,0,0
RPS17P15,0,0
RPS17P17,0,0
RPS17P2,1,0
RPS17P5,0,1
RPS17P8,0,0
RPS18,15177,15249
RPS18P1,0,0
RPS18P12,15,12
RPS18P13,3,0
RPS18P6,0,1
RPS18P9,16,21
RPS19,7986,8940
RPS19BP1,149,214
RPS19P1,1,1
RPS19P3,1,6
RPS19P6,0,0
RPS19P7,3,2
RPS2,1325,1690
RPS20,5988,6819
RPS20P1,0,0
RPS20P10,0,0
RPS20P13,0,0
RPS20P14,7,4
RPS20P15,3,18
RPS20P2,3,0
RPS20P20,1,0
RPS20P21,0,0
RPS20P22,0,4
RPS20P23,0,0
RPS20P24,0,0
RPS20P25,0,0
RPS20P31,0,3
RPS20P32,0,0
RPS20P33,3,2
RPS20P4,2,1
RPS20P5,0,0
RPS21,4129,4648
RPS21P1,0,0
RPS21P4,0,0
RPS21P8,0,0
RPS23,6602,7745
RPS23P1,0,3
RPS23P10,0,0
RPS23P2,0,0
RPS23P3,0,0
RPS23P4,0,0
RPS23P5,0,0
RPS23P6,3,4
RPS23P7,0,1
RPS23P8,15,20
RPS23P9,0,0
RPS24,3912,4708
RPS24P1,0,0
RPS24P12,0,0
RPS24P13,0,0
RPS24P14,0,0
RPS24P16,0,0
RPS24P17,0,0
RPS24P18,0,0
RPS24P6,0,0
RPS24P7,0,0
RPS24P8,1,3
RPS25,5203,6150
RPS25P9,0,0
RPS26,227,1592
RPS26P11,0,3
RPS26P13,2,0
RPS26P15,0,6
RPS26P19,0,0
RPS26P2,0,1
RPS26P20,0,2
RPS26P21,10,0
RPS26P24,0,0
RPS26P28,0,2
RPS26P3,5,5
RPS26P30,0,0
RPS26P31,0,6
RPS26P34,0,0
RPS26P35,0,0
RPS26P38,0,0
RPS26P39,0,8
RPS26P4,0,0
RPS26P40,0,0
RPS26P41,1,2
RPS26P42,4,5
RPS26P43,2,0
RPS26P45,0,1
RPS26P47,2,3
RPS26P48,0,0
RPS26P49,0,0
RPS26P5,0,0
RPS26P52,0,1
RPS26P54,0,0
RPS26P55,0,0
RPS26P56,1,2
RPS26P6,0,2
RPS26P8,0,3
RPS27,9696,10939
RPS27A,7033,8642
RPS27AP1,0,2
RPS27AP10,0,0
RPS27AP11,4,14
RPS27AP12,12,15
RPS27AP13,0,0
RPS27AP14,0,0
RPS27AP15,0,0
RPS27AP16,48,79
RPS27AP17,0,0
RPS27AP18,0,0
RPS27AP19,0,3
RPS27AP2,0,1
RPS27AP3,4,1
RPS27AP5,23,19
RPS27AP6,0,0
RPS27AP7,1,0
RPS27AP8,2,0
RPS27AP9,0,0
RPS27L,180,210
RPS27P1,0,0
RPS27P12,0,0
RPS27P14,0,0
RPS27P15,0,0
RPS27P16,0,1
RPS27P18,0,0
RPS27P20,0,0
RPS27P21,4,3
RPS27P22,0,0
RPS27P23,2,1
RPS27P25,0,0
RPS27P26,0,0
RPS27P27,0,0
RPS27P29,1,2
RPS27P5,0,0
RPS28,5352,6521
RPS28P1,0,0
RPS28P5,0,0
RPS28P7,629,34
RPS28P8,0,0
RPS29,5855,6287
RPS29P1,0,0
RPS29P10,0,1
RPS29P11,0,0
RPS29P12,0,0
RPS29P13,0,0
RPS29P14,0,1
RPS29P15,0,1
RPS29P16,1,10
RPS29P17,0,0
RPS29P19,0,0
RPS29P2,0,0
RPS29P20,0,0
RPS29P21,1,1
RPS29P22,0,2
RPS29P23,0,0
RPS29P24,0,0
RPS29P25,0,0
RPS29P26,0,0
RPS29P27,0,0
RPS29P28,0,0
RPS29P29,0,1
RPS29P3,1,1
RPS29P30,0,0
RPS29P31,0,0
RPS29P32,0,0
RPS29P33,0,0
RPS29P4,0,0
RPS29P5,4,1
RPS29P6,0,0
RPS29P7,0,0
RPS29P8,0,0
RPS29P9,0,0
RPS2P1,0,5
RPS2P15,12,2
RPS2P2,0,2
RPS2P24,1,0
RPS2P25,0,0
RPS2P28,0,2
RPS2P32,2,3
RPS2P35,0,0
RPS2P36,0,0
RPS2P39,0,0
RPS2P4,2,0
RPS2P41,0,0
RPS2P44,4,16
RPS2P45,1,9
RPS2P46,8,1
RPS2P48,0,1
RPS2P5,42,46
RPS2P52,0,0
RPS2P55,0,1
RPS2P6,0,0
RPS2P7,0,1
RPS3,17834,20795
RPS3A,3390,3016
RPS3AP1,0,0
RPS3AP10,0,2
RPS3AP11,0,0
RPS3AP12,5,0
RPS3AP13,4,1
RPS3AP14,0,0
RPS3AP15,0,0
RPS3AP16,0,1
RPS3AP17,0,0
RPS3AP18,2,0
RPS3AP19,0,0
RPS3AP2,2,1
RPS3AP20,20,20
RPS3AP21,9,7
RPS3AP22,1,0
RPS3AP23,0,0
RPS3AP24,0,0
RPS3AP25,5,6
RPS3AP26,60,59
RPS3AP27,7,2
RPS3AP28,0,3
RPS3AP29,13,11
RPS3AP3,0,0
RPS3AP30,0,0
RPS3AP31,0,0
RPS3AP32,0,0
RPS3AP33,0,0
RPS3AP34,7,2
RPS3AP35,0,0
RPS3AP36,2,2
RPS3AP37,0,0
RPS3AP38,0,1
RPS3AP39,0,3
RPS3AP4,0,1
RPS3AP40,0,0
RPS3AP41,0,0
RPS3AP42,0,0
RPS3AP43,0,0
RPS3AP44,0,0
RPS3AP46,0,0
RPS3AP47,22,17
RPS3AP48,1,0
RPS3AP49,4,3
RPS3AP5,7,3
RPS3AP50,1,0
RPS3AP51,8,2
RPS3AP52,0,0
RPS3AP53,2,0
RPS3AP54,0,0
RPS3AP6,16,18
RPS3AP7,0,0
RPS3AP8,0,0
RPS3AP9,0,0
RPS3P1,0,0
RPS3P2,13,8
RPS3P6,6,2
RPS3P7,5,0
RPS4X,13579,26162
RPS4XP1,0,7
RPS4XP10,0,0
RPS4XP11,0,6
RPS4XP12,0,0
RPS4XP13,1,4
RPS4XP14,4,1
RPS4XP15,0,0
RPS4XP16,5,9
RPS4XP17,4,1
RPS4XP18,0,0
RPS4XP19,0,0
RPS4XP2,8,7
RPS4XP20,1,0
RPS4XP21,2,0
RPS4XP22,20,1
RPS4XP23,0,0
RPS4XP3,0,6
RPS4XP4,0,0
RPS4XP5,1,0
RPS4XP6,16,9
RPS4XP7,0,0
RPS4XP8,2,3
RPS4XP9,0,0
RPS4Y1,2783,0
RPS4Y2,0,0
RPS5,12923,16387
RPS5P2,22,18
RPS5P3,3,1
RPS5P7,0,0
RPS6,19354,22283
RPS6KA1,662,701
RPS6KA2,22,53
RPS6KA2-AS1,0,7
RPS6KA2-IT1,0,0
RPS6KA3,203,272
RPS6KA4,4,4
RPS6KA5,179,173
RPS6KA6,2,1
RPS6KB1,137,140
RPS6KB2,230,178
RPS6KB2-AS1,0,0
RPS6KC1,88,86
RPS6KL1,18,41
RPS6P12,0,0
RPS6P14,0,0
RPS6P15,0,3
RPS6P16,0,0
RPS6P2,0,0
RPS6P20,0,0
RPS6P21,0,0
RPS6P22,0,0
RPS6P23,0,0
RPS6P25,17,16
RPS6P3,0,0
RPS6P4,0,0
RPS6P7,0,0
RPS6P8,0,0
RPS7,1705,2113
RPS7P1,29,21
RPS7P10,2,3
RPS7P11,3,12
RPS7P12,0,1
RPS7P13,0,0
RPS7P14,0,0
RPS7P15,8,15
RPS7P2,0,0
RPS7P3,0,1
RPS7P4,1,3
RPS7P5,0,0
RPS7P6,0,0
RPS7P7,0,9
RPS7P8,0,0
RPS7P9,0,0
RPS8,14838,17204
RPS8P10,0,0
RPS8P3,0,0
RPS8P4,0,1
RPS8P6,0,0
RPS9,3871,4684
RPS9P1,0,0
RPSA,5564,6481
RPSAP1,1,0
RPSAP10,0,4
RPSAP11,0,1
RPSAP12,5,26
RPSAP13,0,0
RPSAP14,0,0
RPSAP15,5,7
RPSAP16,5,0
RPSAP17,5,4
RPSAP18,2,2
RPSAP19,6,19
RPSAP2,0,0
RPSAP20,0,0
RPSAP21,5,7
RPSAP22,0,0
RPSAP23,0,0
RPSAP24,0,0
RPSAP25,0,0
RPSAP26,0,0
RPSAP27,0,0
RPSAP28,2,0
RPSAP29,2,1
RPSAP3,4,4
RPSAP31,1,0
RPSAP32,0,0
RPSAP33,0,0
RPSAP34,0,0
RPSAP35,0,0
RPSAP36,0,0
RPSAP37,0,0
RPSAP38,0,0
RPSAP39,0,0
RPSAP4,2,1
RPSAP40,0,0
RPSAP41,1,0
RPSAP42,0,0
RPSAP43,0,0
RPSAP44,0,0
RPSAP45,1,0
RPSAP46,1,2
RPSAP47,1,3
RPSAP48,0,0
RPSAP49,0,0
RPSAP5,1,1
RPSAP50,0,0
RPSAP51,4,0
RPSAP52,0,0
RPSAP53,15,20
RPSAP54,5,2
RPSAP55,0,1
RPSAP57,1,0
RPSAP58,25,30
RPSAP59,0,0
RPSAP6,1,0
RPSAP60,0,0
RPSAP61,2,7
RPSAP62,0,0
RPSAP63,0,6
RPSAP64,0,0
RPSAP65,0,0
RPSAP66,1,0
RPSAP67,1,0
RPSAP68,0,0
RPSAP69,1,0
RPSAP7,0,0
RPSAP70,0,0
RPSAP71,0,0
RPSAP72,0,0
RPSAP73,0,0
RPSAP74,0,1
RPSAP75,0,2
RPSAP76,2,14
RPSAP8,2,4
RPSAP9,5,6
RPTN,0,0
RPTOR,259,273
RPUSD1,45,65
RPUSD2,49,103
RPUSD3,253,443
RPUSD4,257,246
RRAD,0,0
RRAGA,130,187
RRAGB,109,76
RRAGC,26,25
RRAGD,3,1
RRAS,1,4
RRAS2,17,12
RRAS2P1,0,0
RRAS2P2,0,0
RRBP1,47,45
RREB1,291,309
RRH,2,4
RRM1,179,211
RRM1-AS1,0,0
RRM2,0,0
RRM2B,17,26
RRM2P2,0,0
RRM2P3,14,0
RRM2P4,0,0
RRN3,211,171
RRN3P1,92,119
RRN3P2,6,8
RRN3P3,27,53
RRN3P4,0,0
RRNAD1,42,70
RRP1,28,84
RRP12,169,130
RRP15,187,191
RRP1B,367,454
RRP36,30,13
RRP7A,198,215
RRP7BP,119,159
RRP8,199,299
RRP9,103,131
RRS1,130,106
RRS1-AS1,0,0
RS1,2,0
RSAD1,66,177
RSAD2,74,73
RSBN1,247,300
RSBN1L,112,152
RSC1A1,0,0
RSF1,325,370
RSF1-IT1,0,0
RSF1-IT2,0,6
RSKR,43,56
RSL1D1,889,991
RSL24D1,401,491
RSL24D1P1,0,0
RSL24D1P11,0,1
RSL24D1P2,0,0
RSL24D1P3,0,0
RSL24D1P4,0,0
RSL24D1P5,0,0
RSL24D1P6,2,2
RSL24D1P8,0,0
RSL24D1P9,0,0
RSPH1,1,1
RSPH10B,2,1
RSPH10B2,0,0
RSPH14,7,0
RSPH3,10,7
RSPH4A,10,6
RSPH6A,0,3
RSPH9,13,4
RSPO1,0,0
RSPO2,1,1
RSPO3,0,0
RSPO4,2,0
RSPRY1,96,181
RSRC1,103,102
RSRC2,275,369
RSRP1,757,1041
RSU1,384,422
RSU1P1,0,0
RSU1P2,0,0
RSU1P3,0,0
RTBDN,0,2
RTCA,157,223
RTCA-AS1,55,46
RTCB,333,517
RTEL1,9,14
RTEL1-TNFRSF6B,10,5
RTEL1P1,27,31
RTF1,80,112
RTF2,450,586
RTKN,7,0
RTKN2,2,3
RTL1,1,1
RTL10,475,256
RTL3,0,0
RTL4,0,0
RTL5,1,1
RTL6,120,122
RTL8A,122,87
RTL8B,0,0
RTL8C,104,109
RTL9,0,0
RTN1,1,3
RTN2,0,1
RTN3,128,240
RTN3P1,0,0
RTN4,128,117
RTN4IP1,35,20
RTN4R,14,8
RTN4RL1,0,0
RTN4RL2,0,0
RTP1,0,0
RTP2,2,0
RTP3,0,0
RTP4,37,29
RTP5,1,1
RTRAF,414,457
RTRAFP1,1,0
RTRAFP2,0,0
RTTN,108,168
RUBCN,72,89
RUBCNL,0,0
RUFY1,89,150
RUFY2,73,112
RUFY3,161,183
RUFY4,12,2
RUNDC1,20,35
RUNDC3A,0,3
RUNDC3A-AS1,2,0
RUNDC3B,10,9
RUNX1,158,133
RUNX1T1,0,4
RUNX2,164,282
RUNX2-AS1,0,2
RUNX3,110,154
RUSC1,52,109
RUSC1-AS1,31,36
RUSC2,7,0
RUVBL1,273,322
RUVBL1-AS1,0,0
RUVBL2,206,296
RWDD1,294,226
RWDD2A,20,43
RWDD2B,84,69
RWDD3,30,26
RWDD4,29,38
RWDD4P1,2,0
RWDD4P2,3,2
RXFP1,0,0
RXFP2,0,0
RXFP3,0,0
RXFP4,20,40
RXRA,10,6
RXRB,126,138
RXRG,0,3
RXYLT1,58,53
RXYLT1-AS1,0,0
RYBP,48,44
RYK,94,85
RYKP1,5,0
RYR1,11,9
RYR2,0,4
RYR3,18,17
S100A1,0,1
S100A10,544,869
S100A11,85,93
S100A11P1,0,0
S100A11P2,0,0
S100A12,0,0
S100A13,1,4
S100A14,1,0
S100A15A,0,0
S100A16,0,0
S100A2,0,1
S100A3,0,0
S100A4,449,609
S100A5,6,5
S100A6,727,969
S100A7,0,0
S100A7A,2,4
S100A7L2,0,0
S100A7P1,0,0
S100A8,0,0
S100A9,0,2
S100B,231,77
S100G,0,0
S100P,0,0
S100PBP,150,161
S100Z,0,0
S1PR1,820,967
S1PR2,32,32
S1PR3,8,3
S1PR4,154,112
S1PR5,29,41
SAA1,0,0
SAA2,2,0
SAA2-SAA4,0,0
SAA3P,0,0
SAA4,0,0
SAAL1,62,80
SAC3D1,5,2
SACM1L,371,341
SACS,88,96
SACS-AS1,0,0
SAE1,519,652
SAFB,512,799
SAFB2,236,317
SAG,0,8
SAGE1,0,2
SAGE2P,0,0
SAGE3P,1,1
SAGE4P,1,0
SALL1,1,0
SALL1P1,0,0
SALL2,42,23
SALL3,1,4
SALL4,4,2
SALL4P1,0,0
SALL4P2,0,0
SALL4P5,0,0
SALL4P6,0,0
SALL4P7,0,0
SALRNA1,0,0
SALRNA2,0,0
SALRNA3,0,0
SAMD1,15,9
SAMD10,142,167
SAMD11,1,1
SAMD11P1,0,0
SAMD12,88,69
SAMD12-AS1,3,0
SAMD13,4,0
SAMD14,5,2
SAMD15,0,0
SAMD3,189,324
SAMD4A,5,3
SAMD4B,69,124
SAMD5,0,0
SAMD7,0,0
SAMD8,94,147
SAMD9,139,152
SAMD9L,193,149
SAMHD1,1190,1319
SAMM50,270,296
SAMM50P1,0,0
SAMMSON,9,3
SAMSN1,160,102
SAMSN1-AS1,0,0
SAP130,120,229
SAP18,429,501
SAP18P1,0,0
SAP18P2,0,0
SAP18P3,0,0
SAP25,1,7
SAP30,0,1
SAP30-DT,6,6
SAP30BP,284,352
SAP30L,27,92
SAP30L-AS1,43,82
SAPCD1,0,10
SAPCD1-AS1,0,0
SAPCD2,2,8
SAPCD2P1,0,0
SAPCD2P2,0,0
SAPCD2P3,1,0
SAPCD2P4,0,0
SAR1A,814,775
SAR1AP1,0,0
SAR1AP2,0,0
SAR1AP3,0,0
SAR1AP4,0,0
SAR1B,148,269
SARAF,8629,9889
SARDH,24,75
SARM1,75,64
SARNP,15,23
SARS1,901,1032
SARS2,85,55
SART1,114,89
SART3,238,278
SASH1,0,0
SASH3,1031,1166
SASS6,38,20
SAT1,718,742
SAT2,125,156
SATB1,1208,1707
SATB1-AS1,97,86
SATB2,6,4
SATB2-AS1,1,3
SATL1,0,1
SAV1,5,3
SAXO1,1,3
SAXO2,17,9
SAYSD1,44,147
SBDS,170,265
SBDSP1,112,146
SBF1,246,378
SBF1P1,9,1
SBF1P2,0,1
SBF2,20,41
SBF2-AS1,3,4
SBK1,66,82
SBK2,0,3
SBK3,1,0
SBNO1,814,955
SBNO1-AS1,4,8
SBNO2,10,22
SBSN,0,0
SBSPON,4,6
SC5D,136,229
SCAANT1,1,1
SCAF1,9,10
SCAF11,601,626
SCAF4,181,299
SCAF8,94,178
SCAI,95,100
SCAMP1,72,99
SCAMP1-AS1,90,86
SCAMP2,463,537
SCAMP3,308,390
SCAMP4,28,30
SCAMP5,3,9
SCAND1,107,236
SCAND2P,24,39
SCAND3P1,0,0
SCAP,439,445
SCAPER,273,336
SCARA3,0,0
SCARA5,0,0
SCARB1,15,17
SCARB2,100,133
SCARF1,4,3
SCARF2,0,5
SCARNA1,0,4
SCARNA10,0,0
SCARNA11,0,0
SCARNA12,1,0
SCARNA13,0,0
SCARNA14,0,1
SCARNA15,0,0
SCARNA16,0,0
SCARNA17,0,0
SCARNA18,0,0
SCARNA18B,0,1
SCARNA2,0,0
SCARNA20,0,2
SCARNA21,4,5
SCARNA21B,0,3
SCARNA22,0,3
SCARNA23,0,0
SCARNA3,0,4
SCARNA4,0,5
SCARNA5,2,9
SCARNA6,2,3
SCARNA7,1,4
SCARNA8,0,0
SCARNA9,14,14
SCART1,1,4
SCAT1,1,4
SCAT2,8,8
SCAT8,0,0
SCCPDH,73,143
SCD,40,8
SCD5,6,0
SCDP1,1,0
SCEL,0,0
SCEL-AS1,0,0
SCFD1,217,203
SCFD2,178,76
SCG2,0,0
SCG3,0,2
SCG5,0,0
SCGB1A1,0,0
SCGB1B2P,2,0
SCGB1C1,0,0
SCGB1C2,1,0
SCGB1D1,0,0
SCGB1D2,0,0
SCGB1D4,0,0
SCGB1D5P,0,0
SCGB2A1,0,0
SCGB2A2,0,0
SCGB2B2,0,4
SCGB2B3P,0,0
SCGB3A1,0,0
SCGB3A2,0,0
SCGN,1,0
SCHIP1,2,1
SCHLAP1,0,0
SCIMP,3,5
SCIN,1,0
SCLT1,99,152
SCLY,41,19
SCMH1,75,107
SCML1,51,104
SCML2,2,19
SCML2P1,0,0
SCML2P2,10,3
SCML4,972,1434
SCN10A,0,1
SCN11A,1,2
SCN1A,1,5
SCN1A-AS1,2,2
SCN1B,5,7
SCN2A,1,1
SCN2B,1,0
SCN3A,2,0
SCN3B,2,2
SCN4A,0,0
SCN4B,0,0
SCN5A,2,5
SCN7A,2,0
SCN8A,21,6
SCN9A,0,0
SCNM1,130,110
SCNN1A,3,7
SCNN1B,0,2
SCNN1D,57,56
SCNN1G,2,0
SCO1,138,138
SCO2,1,3
SCOC,223,175
SCOC-AS1,22,21
SCOCP1,0,0
SCP2,307,380
SCP2D1,0,0
SCP2D1-AS1,0,1
SCPEP1,153,189
SCRG1,0,2
SCRIB,6,22
SCRN1,63,45
SCRN2,229,194
SCRN3,47,76
SCRT1,0,0
SCRT2,0,0
SCT,0,0
SCTR,0,0
SCUBE1,2,3
SCUBE2,7,0
SCUBE3,13,18
SCX,0,0
SCYGR1,1,0
SCYGR10,0,0
SCYGR2,0,0
SCYGR3,1,0
SCYGR4,0,0
SCYGR5,0,0
SCYGR6,0,1
SCYGR7,1,0
SCYGR8,0,0
SCYL1,169,299
SCYL2,111,105
SCYL2P1,3,15
SCYL3,70,135
SDAD1,267,269
SDAD1P1,18,27
SDAD1P2,0,0
SDAD1P3,0,0
SDAD1P4,0,0
SDC1,1,0
SDC2,0,0
SDC3,5,13
SDC4,0,0
SDC4P,0,0
SDCBP,486,672
SDCBP2,10,15
SDCBP2-AS1,110,87
SDCBP2P1,0,0
SDCBPP1,0,0
SDCBPP2,0,0
SDCBPP3,0,0
SDCCAG8,213,255
SDE2,70,52
SDF2,202,290
SDF2L1,67,75
SDF4,37,65
SDHA,148,227
SDHAF1,51,132
SDHAF2,137,138
SDHAF3,107,130
SDHAF4,14,16
SDHAP1,128,103
SDHAP2,0,0
SDHAP3,73,162
SDHB,385,365
SDHC,179,188
SDHCP1,0,0
SDHCP2,0,3
SDHCP3,0,2
SDHCP4,1,1
SDHD,256,245
SDHDP1,0,0
SDHDP2,3,1
SDHDP6,0,1
SDK1,1,3
SDK2,105,145
SDR16C5,0,2
SDR16C6P,0,0
SDR39U1,214,256
SDR42E1,149,76
SDR42E1P1,0,0
SDR42E1P2,0,0
SDR42E1P3,0,0
SDR42E1P4,0,0
SDR42E1P5,0,0
SDR42E2,11,1
SDR9C7,0,3
SDS,2,4
SDSL,3,0
SEBOX,0,0
SEC11A,308,295
SEC11B,0,0
SEC11C,195,190
SEC13,349,427
SEC13P1,5,5
SEC14L1,91,159
SEC14L1P1,43,36
SEC14L2,142,174
SEC14L3,3,2
SEC14L4,0,4
SEC14L5,0,4
SEC14L6,0,1
SEC16A,295,394
SEC16B,0,3
SEC1P,3,1
SEC22A,65,82
SEC22B,161,224
SEC22B2P,1,1
SEC22B3P,0,0
SEC22B4P,15,22
SEC22C,134,186
SEC23A,214,247
SEC23A-AS1,0,0
SEC23B,241,301
SEC23IP,322,215
SEC24A,55,43
SEC24AP1,0,0
SEC24B,226,313
SEC24B-AS1,8,2
SEC24C,299,314
SEC24D,39,11
SEC31A,836,881
SEC31B,413,471
SEC61A1,641,773
SEC61A2,54,72
SEC61B,199,215
SEC61G,91,145
SEC62,381,453
SEC62-AS1,1,0
SEC63,137,144
SEC63P1,11,6
SEC63P2,0,0
SECISBP2,457,514
SECISBP2L,158,162
SECTM1,0,0
SEH1L,247,275
SEL1L,204,128
SEL1L2,2,0
SEL1L3,240,168
SELE,4,5
SELENBP1,0,0
SELENOF,783,753
SELENOH,282,303
SELENOI,66,109
SELENOK,179,200
SELENOKP1,0,0
SELENOKP2,0,0
SELENOKP3,0,0
SELENOM,153,133
SELENON,32,35
SELENOO,61,79
SELENOOLP,0,0
SELENOP,5,8
SELENOS,72,77
SELENOT,390,334
SELENOTP1,0,1
SELENOTP2,0,0
SELENOV,0,0
SELENOW,388,359
SELENOWP1,0,0
SELL,7609,8327
SELP,0,10
SELPLG,2926,3842
SEM1,191,211
SEM1P1,1,0
SEMA3A,3,10
SEMA3B,5,0
SEMA3B-AS1,0,0
SEMA3C,2,0
SEMA3D,0,0
SEMA3E,0,3
SEMA3F,1,0
SEMA3F-AS1,52,43
SEMA3G,3,4
SEMA4A,1,1
SEMA4B,9,47
SEMA4C,50,85
SEMA4D,1168,1565
SEMA4F,79,107
SEMA4G,22,46
SEMA5A,0,0
SEMA5A-AS1,0,0
SEMA5B,1,2
SEMA6A,29,28
SEMA6A-AS1,18,15
SEMA6A-AS2,0,0
SEMA6B,1,0
SEMA6C,4,2
SEMA6D,0,0
SEMA7A,1,3
SEMG1,1,0
SEMG2,0,4
SENCR,1,2
SENP1,43,49
SENP2,93,91
SENP3,8,14
SENP3-EIF4A1,0,0
SENP5,284,278
SENP6,204,225
SENP7,135,205
SENP8,5,9
SEPHS1,69,65
SEPHS1P1,2,4
SEPHS1P2,0,0
SEPHS1P4,0,0
SEPHS1P6,0,0
SEPHS1P7,0,0
SEPHS2,42,10
SEPHS2P1,0,0
SEPSECS,108,56
SEPSECS-AS1,50,71
SEPTIN1,508,1093
SEPTIN10,1,0
SEPTIN10P1,0,0
SEPTIN11,177,164
SEPTIN12,0,0
SEPTIN14,1,0
SEPTIN14P1,0,0
SEPTIN14P12,0,0
SEPTIN14P17,0,0
SEPTIN14P19,0,0
SEPTIN14P2,0,0
SEPTIN14P21,0,0
SEPTIN14P24,0,0
SEPTIN14P3,0,0
SEPTIN14P4,0,0
SEPTIN14P8,1,1
SEPTIN2,909,958
SEPTIN2P1,0,0
SEPTIN3,1,0
SEPTIN4,4,9
SEPTIN4-AS1,0,0
SEPTIN5,0,1
SEPTIN6,1314,1974
SEPTIN7,860,996
SEPTIN7-DT,26,16
SEPTIN7P1,18,4
SEPTIN7P2,96,111
SEPTIN7P3,0,0
SEPTIN7P4,0,0
SEPTIN7P5,0,0
SEPTIN7P6,1,20
SEPTIN7P7,0,2
SEPTIN7P8,2,0
SEPTIN7P9,6,7
SEPTIN8,22,30
SEPTIN9,325,518
SEPTIN9-DT,0,0
SERAC1,26,29
SERBP1,630,740
SERBP1P1,0,1
SERBP1P2,0,0
SERBP1P3,0,3
SERBP1P4,0,0
SERBP1P5,0,0
SERBP1P6,0,0
SERF1A,0,0
SERF1AP1,0,0
SERF1B,3,2
SERF2,1376,1392
SERGEF,192,136
SERHL,0,12
SERHL2,7,34
SERINC1,1233,1201
SERINC2,0,1
SERINC3,902,809
SERINC4,0,0
SERINC5,1648,2435
SERP1,623,1031
SERP2,1,0
SERPINA1,1,0
SERPINA10,0,2
SERPINA11,1,0
SERPINA12,3,0
SERPINA13P,0,0
SERPINA15P,0,0
SERPINA2,0,0
SERPINA3,0,0
SERPINA4,0,0
SERPINA5,0,0
SERPINA6,0,0
SERPINA7,0,0
SERPINA7P1,3,0
SERPINA9,0,0
SERPINB1,473,515
SERPINB10,1,0
SERPINB11,0,0
SERPINB12,0,0
SERPINB13,0,0
SERPINB2,0,0
SERPINB3,0,2
SERPINB4,2,0
SERPINB5,0,0
SERPINB6,494,387
SERPINB7,0,0
SERPINB8,25,20
SERPINB8P1,0,0
SERPINB9,1233,1145
SERPINB9P1,9,19
SERPINC1,0,0
SERPIND1,4,22
SERPINE1,0,0
SERPINE2,46,61
SERPINE3,11,4
SERPINE4P,0,0
SERPINF1,15,82
SERPINF2,0,0
SERPING1,1,0
SERPINH1,15,35
SERPINH1P1,0,0
SERPINI1,9,35
SERPINI2,0,0
SERTAD1,39,6
SERTAD2,145,236
SERTAD3,6,4
SERTAD4,3,0
SERTAD4-AS1,0,0
SERTM1,0,2
SERTM2,0,1
SESN1,171,166
SESN2,11,29
SESN3,103,122
SESTD1,0,10
SET,1741,1881
SETBP1,16,4
SETD1A,35,18
SETD1B,152,154
SETD2,237,491
SETD3,115,223
SETD4,92,149
SETD5,382,470
SETD6,98,113
SETD6P1,0,0
SETD7,1,1
SETD9,3,18
SETDB1,245,351
SETDB2,123,196
SETMAR,20,39
SETP1,0,0
SETP10,0,2
SETP11,0,0
SETP12,0,0
SETP14,0,0
SETP15,0,0
SETP16,0,4
SETP17,0,2
SETP2,0,0
SETP20,0,0
SETP21,0,0
