gene_symbol,T8.M.Sp#1,T8.M.Sp#2,T8.M.Sp#3
Adgrg3,35,22,17
Adgrg4,0,0,0
Adgrg5,643,1147,561
Adgrg6,0,0,0
Adgrg7,0,0,0
Adgrl1,67,156,75
Adgrl2,0,0,0
Adgrl3,0,6,0
Adgrl4,0,0,0
Adgrv1,1,11,0
Adh1,3,5,1
Adh4,0,0,0
Adh5,414,711,373
Adh6-ps1,0,0,0
Adh6a,0,0,0
Adh6b,2,2,0
Adh7,2,0,0
Adhfe1,6,7,0
Adi1,151,201,128
Adig,0,0,0
Adipoq,0,0,0
Adipor1,134,376,121
Adipor2,49,123,58
Adk,119,219,155
Adm,0,0,0
Adm2,0,0,0
Adnp,0,8,2
Adnp2,59,77,40
Ado,453,1003,370
Adora1,0,0,1
Adora2a,23,97,26
Adora2b,0,0,0
Adora3,2,0,0
Adpgk,155,317,136
Adprh,167,362,155
Adprhl1,0,0,0
Adprhl2,177,313,117
Adprm,141,285,116
Adra1a,0,1,0
Adra1b,0,0,0
Adra1d,0,0,0
Adra2a,0,0,0
Adra2b,0,2,0
Adra2c,0,0,0
Adrb1,0,0,0
Adrb2,197,257,138
Adrb3,0,0,0
Adrm1,85,176,71
Adsl,423,771,368
Adss,603,1162,548
Adssl1,0,0,0
Adtrp,0,0,0
Aebp1,0,0,1
Aebp2,171,317,177
Aen,128,241,131
Aes,30,44,25
AF067061,0,0,0
AF067063,0,0,0
AF357341,0,0,0
AF357399,19,14,8
AF357425,0,0,0
AF357428,0,0,0
AF366264,0,0,0
AF529169,0,0,0
Afap1,79,137,62
Afap1l1,0,0,1
Afap1l2,0,0,0
Afdn,8,20,5
Aff1,135,239,135
Aff2,0,0,0
Aff3,78,185,116
Aff4,188,273,132
Afg1l,27,84,22
Afg3l1,67,167,79
Afg3l2,65,148,83
Afm,2,0,0
Afmid,34,79,30
Afp,52,86,57
Aftph,204,415,167
Aga,74,113,65
Agap1,0,4,3
Agap2,86,139,46
Agap3,10,43,17
Agbl1,0,2,0
Agbl2,0,0,0
Agbl3,7,5,6
Agbl4,0,1,0
Agbl5,8,31,10
Ager,9,9,2
Agfg1,128,280,201
Agfg2,57,91,20
Aggf1,117,179,61
Agk,118,181,128
Agl,54,91,25
Agmat,0,1,0
Agmo,0,0,0
Ago1,46,115,42
Ago2,392,820,386
Ago3,95,288,129
Ago4,0,0,0
Agpat1,50,136,33
Agpat2,18,22,16
Agpat3,294,602,220
Agpat4,66,94,43
Agpat5,100,221,102
Agps,88,257,102
Agr2,0,0,0
Agr3,0,0,0
Agrn,8,10,21
Agrp,0,2,0
Agt,0,3,0
Agtpbp1,85,139,79
Agtr1a,0,0,0
Agtr1b,0,0,0
Agtr2,0,0,0
Agtrap,41,141,21
Agxt,0,0,0
Agxt2,0,0,0
Ahctf1,190,378,180
Ahcy,44,133,51
Ahcyl1,66,98,54
Ahcyl2,103,243,138
Ahdc1,47,81,51
Ahi1,47,84,59
Ahnak,369,1548,414
Ahnak2,0,0,0
Ahr,5,1,6
Ahrr,1,0,0
Ahsa1,253,681,297
Ahsa2,45,129,40
Ahsg,0,0,0
AI115009,0,0,0
AI182371,4,7,6
AI314180,151,285,158
AI314278,0,2,0
AI413582,191,224,108
AI427809,0,0,0
AI429214,0,0,1
AI463170,1,1,0
AI464131,0,0,0
AI467606,965,2127,766
AI480526,13,12,6
AI481877,0,1,1
AI504432,129,237,106
AI506816,148,315,130
AI507597,0,0,0
AI593442,0,0,0
AI597479,94,105,105
AI606181,14,19,11
AI606473,0,0,0
AI646519,0,0,0
AI661453,0,0,0
AI662270,147,231,163
AI837181,25,65,19
AI838599,0,0,0
AI839979,0,1,9
AI846148,14,28,8
AI847159,6,22,6
AI849053,0,0,0
AI854703,10,54,7
AI987944,199,378,141
Aicda,0,0,0
Aida,31,44,29
Aif1,2,6,3
Aif1l,0,0,0
Aifm1,123,213,98
Aifm2,0,10,0
Aifm3,0,0,0
Aig1,46,65,42
Aim2,115,327,105
Aimp1,184,363,187
Aimp2,85,163,79
Aip,316,579,261
Aipl1,0,1,0
Aire,0,0,1
Airn,70,194,128
Ajap1,0,0,0
Ajuba,0,0,0
Ak1,0,0,0
AK157302,0,0,0
Ak2,240,505,235
Ak3,144,260,85
Ak3l2-ps,0,0,0
Ak4,0,0,2
Ak5,0,0,1
Ak6,53,95,67
Ak7,0,10,0
Ak8,0,2,0
Ak9,0,0,0
Akain1,0,0,0
Akap1,0,2,4
Akap10,109,244,139
Akap11,104,188,77
Akap12,24,84,11
Akap13,1590,3848,1783
Akap14,0,0,0
Akap17b,16,13,10
Akap2,2,6,3
Akap3,0,5,0
Akap4,0,0,0
Akap5,32,68,52
Akap6,0,0,1
Akap7,0,1,2
Akap8,630,1493,511
Akap8l,329,625,261
Akap9,372,864,416
Akip1,63,107,53
Akirin1,107,183,121
Akirin1-ps,0,0,0
Akirin2,36,55,26
Akna,527,1521,498
Aknad1,0,0,0
Aknaos,8,5,2
Akp-ps1,0,0,0
Akp3,0,0,0
Akr1a1,798,1368,663
Akr1b10,84,121,77
Akr1b3,204,334,154
Akr1b7,0,2,0
Akr1b8,0,0,0
Akr1c12,5,5,4
Akr1c13,65,107,33
Akr1c14,1,0,0
Akr1c18,0,0,0
Akr1c19,0,0,0
Akr1c20,0,0,0
Akr1c21,0,0,0
Akr1c6,0,0,0
Akr1cl,0,0,0
Akr1d1,0,0,2
Akr1e1,19,32,5
Akr7a5,61,130,33
Akt1,48,91,35
Akt1s1,31,68,24
Akt2,118,302,157
Akt2-ps,2,13,3
Akt3,49,112,61
Aktip,86,137,76
AL450317.1,0,0,0
AL450321.1,0,0,0
AL513022.1,0,0,0
AL589696.1,0,4,0
AL589735.1,0,0,0
AL589737.1,0,0,0
AL589742.1,0,0,0
AL589871.1,0,0,0
AL590503.1,0,0,0
AL590614.1,0,0,0
AL590614.2,0,0,0
AL590616.1,0,0,0
AL591207.1,0,0,0
AL591207.2,0,0,0
AL591843.1,0,0,0
AL593843.1,0,0,0
AL596383.1,0,0,0
AL603630.1,0,0,0
AL603745.1,0,2,0
AL603834.1,4,3,1
AL606472.1,0,0,0
AL606496.1,0,0,0
AL606513.1,0,0,0
AL607131.1,0,0,0
AL607142.1,0,0,0
AL626808.1,0,0,0
AL627387.1,0,0,0
AL645522.1,0,0,2
AL645546.1,0,0,0
AL645546.2,0,0,0
AL645643.1,7,52,10
AL645704.1,0,0,0
AL645745.1,1,7,1
AL645783.1,0,1,1
AL662807.1,0,0,0
AL662807.2,0,0,0
AL669819.1,0,0,0
AL669916.1,0,0,0
AL669916.2,0,0,0
AL669916.3,0,0,0
AL669916.4,0,0,0
AL669916.5,0,3,1
AL669916.6,0,0,0
AL670603.1,0,0,0
AL670757.1,0,0,0
AL671874.1,0,0,0
AL672010.1,0,0,0
AL672049.1,0,0,0
AL672194.1,0,0,0
AL691505.1,0,0,0
AL713985.1,1,0,0
AL731706.1,0,0,0
AL732309.1,0,0,0
AL732309.2,0,0,0
AL732506.1,0,0,0
AL772265.1,0,0,0
AL772271.1,0,0,0
AL772397.1,0,0,0
AL807824.1,0,0,0
AL837512.1,0,0,0
AL844586.1,0,0,0
AL845349.1,0,0,0
AL845457.1,0,0,0
AL928567.1,0,0,0
AL929265.1,0,0,0
AL929285.1,0,0,0
AL929417.1,0,0,0
AL929555.1,0,0,0
AL935138.1,0,0,0
AL954388.1,0,0,0
Alad,37,61,33
Alas1,110,204,69
Alas2,3,43,20
Alb,0,0,0
Alcam,0,13,6
Aldh16a1,81,219,53
Aldh18a1,180,495,190
Aldh1a1,0,0,0
Aldh1a2,0,0,0
Aldh1a3,0,0,0
Aldh1a7,0,0,0
Aldh1b1,52,82,42
Aldh1l1,4,1,1
Aldh1l2,3,0,0
Aldh2,1,15,3
Aldh3a1,0,0,0
Aldh3a2,153,411,136
Aldh3b1,5,3,3
Aldh3b2,0,0,0
Aldh3b3,0,0,0
Aldh4a1,40,115,42
Aldh5a1,0,2,0
Aldh6a1,82,121,64
Aldh7a1,7,32,15
Aldh8a1,0,0,0
Aldh9a1,291,595,237
Aldoa,1014,2059,874
Aldoa-ps3,0,0,0
Aldoa-ps4,0,0,0
Aldoart1,0,0,0
Aldoart2,0,0,0
Aldob,0,0,3
Aldoc,10,7,7
Alg1,101,302,100
Alg10b,8,66,17
Alg11,97,225,87
Alg12,44,89,48
Alg13,43,109,64
Alg14,32,83,20
Alg2,98,244,86
Alg3,57,167,51
Alg5,218,373,195
Alg6,28,125,57
Alg8,54,143,51
Alg9,12,31,6
Alk,0,2,0
Alkal1,0,0,0
Alkal2,0,0,0
Alkbh1,221,299,180
Alkbh2,16,29,13
Alkbh3,145,210,127
Alkbh3os1,4,4,1
Alkbh4,157,366,153
Alkbh5,109,145,98
Alkbh6,100,171,50
Alkbh7,22,70,37
Alkbh8,95,254,114
Allc,0,0,0
Alms1,5,26,20
Alms1-ps1,0,0,0
Alms1-ps2,0,2,0
Alox12,2,1,0
Alox12b,0,0,0
Alox12e,0,0,0
Alox15,0,0,0
Alox5,0,0,0
Alox5ap,0,0,2
Alox8,0,2,0
Aloxe3,0,0,0
Alpi,0,0,0
Alpk1,0,6,1
Alpk2,1,1,3
Alpk3,0,0,0
Alpl,0,19,0
Alppl2,0,0,0
Als2,44,62,55
Als2cl,517,1185,429
Als2cr12,1,0,0
Alx1,0,0,0
Alx3,0,0,0
Alx4,0,0,0
Alyref,17,24,11
Alyref2,15,26,19
Amacr,23,22,19
Ambn,0,0,0
Ambp,0,0,0
Ambra1,64,218,96
Amd-ps1,0,1,0
Amd-ps3,0,0,0
Amd-ps4,0,0,0
Amd-ps5,0,0,0
Amd-ps6,0,0,0
Amd1,97,117,63
Amd2,0,0,0
Amdhd1,5,0,0
Amdhd2,55,151,73
Amelx,0,0,0
Amer1,59,123,45
Amer2,0,0,0
Amer3,0,0,0
Amfr,73,168,85
Amh,0,0,0
Amhr2,0,0,2
Amigo1,8,15,4
Amigo2,12,12,14
Amigo3,15,19,11
Ammecr1,13,29,14
Ammecr1l,95,204,90
Amn,0,0,0
Amn1,124,342,152
Amot,0,0,0
Amotl1,0,1,0
Amotl2,0,0,0
Ampd1,56,139,55
Ampd2,85,319,83
Ampd3,11,44,11
Amph,0,0,0
Amt,3,18,0
Amtn,0,0,0
Amy1,0,1,1
Amy2-ps1,0,0,0
Amy2a1,0,0,0
Amy2a2,0,0,0
Amy2a3,0,0,0
Amy2a4,0,0,0
Amy2a5,0,0,0
Amy2b,0,0,0
Amz1,3,25,8
Amz2,62,139,80
Anapc1,269,794,369
Anapc10,66,116,50
Anapc11,59,136,52
Anapc13,33,44,21
Anapc15,26,59,29
Anapc15-ps,1,0,0
Anapc16,193,352,136
Anapc2,245,411,108
Anapc4,315,546,292
Anapc5,916,1823,895
Anapc7,241,373,150
Ang,0,0,0
Ang-ps1,0,0,0
Ang-ps2,0,0,0
Ang-ps3,0,0,0
Ang2,0,0,0
Ang4,0,0,0
Ang5,0,0,0
Ang6,0,0,0
Angel1,36,98,42
Angel2,418,776,261
Angpt1,1,7,0
Angpt2,29,20,20
Angpt4,1,0,0
Angptl1,3,10,5
Angptl2,6,6,5
Angptl3,0,0,0
Angptl4,32,61,22
Angptl6,11,64,27
Angptl7,2,8,4
Angptl8,1,0,0
Ank,50,33,12
Ank1,2,0,0
Ank2,0,1,1
Ank3,0,1,0
Ankar,1,0,0
Ankdd1a,0,0,0
Ankdd1b,0,0,0
Ankef1,0,0,2
Ankfn1,0,0,0
Ankfy1,189,566,289
Ankhd1,284,663,328
Ankib1,157,312,130
Ankk1,0,0,0
Ankle1,0,7,12
Ankle2,77,174,100
Ankmy1,0,1,1
Ankmy2,159,348,143
Ankra2,73,130,48
Ankrd1,0,0,0
Ankrd10,805,1661,803
Ankrd11,771,1778,765
Ankrd12,300,730,226
Ankrd13a,153,214,74
Ankrd13b,6,13,2
Ankrd13c,145,186,148
Ankrd13d,33,80,16
Ankrd16,121,381,141
Ankrd17,655,1107,540
Ankrd2,0,0,0
Ankrd22,0,0,0
Ankrd23,21,80,32
Ankrd24,3,8,2
Ankrd26,96,223,71
Ankrd27,147,330,108
Ankrd28,45,156,32
Ankrd29,4,0,1
Ankrd31,0,0,0
Ankrd33,0,0,0
Ankrd33b,0,0,0
Ankrd34a,0,0,0
Ankrd34b,0,0,0
Ankrd34c,0,0,0
Ankrd35,0,5,0
Ankrd36,0,1,0
Ankrd37,21,44,15
Ankrd39,171,346,115
Ankrd40,57,50,52
Ankrd42,0,0,1
Ankrd44,993,2342,1186
Ankrd45,0,0,0
Ankrd46,191,327,136
Ankrd49,100,231,92
Ankrd50,56,48,24
Ankrd52,46,93,57
Ankrd53,0,0,0
Ankrd54,59,96,43
Ankrd55,15,41,20
Ankrd6,0,2,0
Ankrd60,0,0,0
Ankrd61,0,7,3
Ankrd63,0,0,0
Ankrd65,0,0,0
Ankrd66,0,0,0
Ankrd7,0,2,1
Ankrd9,13,48,22
Anks1,41,73,24
Anks1b,0,1,0
Anks3,113,249,122
Anks4b,0,0,0
Anks6,0,0,1
Ankub1,0,0,0
Ankzf1,105,304,99
Anln,0,10,3
Ano1,2,0,2
Ano10,112,240,105
Ano2,0,0,0
Ano3,0,0,0
Ano4,0,1,0
Ano5,0,0,0
Ano6,245,461,216
Ano7,0,1,1
Ano8,0,1,0
Ano9,0,1,0
Anp32-ps,1,0,0
Anp32a,94,106,53
Anp32b,40,109,56
Anp32b-ps1,1,5,2
Anp32e,370,689,285
Anpep,0,0,0
Antxr1,0,0,0
Antxr2,55,238,95
Antxrl,0,0,0
Anxa1,0,8,0
Anxa10,0,1,0
Anxa11,11,20,11
Anxa11os,14,13,4
Anxa13,0,0,0
Anxa2,101,344,124
Anxa3,0,0,0
Anxa4,8,19,12
Anxa5,350,478,306
Anxa6,2158,4368,1637
Anxa7,249,476,228
Anxa8,0,0,0
Anxa9,1,2,2
Aoah,0,0,0
Aoc1,0,0,0
Aoc2,22,33,23
Aoc3,0,0,0
Aox1,0,0,0
Aox2,1,0,0
Aox3,0,0,0
Aox4,0,0,0
Ap1ar,93,215,67
Ap1b1,391,925,339
Ap1g1,88,372,163
Ap1g2,292,635,231
Ap1m1,634,1091,464
Ap1m2,11,9,11
Ap1s1,122,195,79
Ap1s2,116,335,117
Ap1s3,4,16,5
Ap2a1,35,89,35
Ap2a2,153,376,181
Ap2b1,156,332,179
Ap2m1,216,389,123
Ap2s1,178,385,156
Ap3b1,326,812,332
Ap3b2,0,0,0
Ap3d1,335,671,270
Ap3m1,243,443,203
Ap3m1-ps,0,1,0
Ap3m2,188,314,100
Ap3s1,19,16,18
Ap3s1-ps1,1,7,0
Ap3s1-ps2,4,0,0
Ap3s2,62,142,56
Ap4b1,39,94,31
Ap4e1,53,193,84
Ap4m1,31,105,42
Ap4s1,72,67,51
Ap5b1,45,118,35
Ap5m1,234,592,191
Ap5s1,34,86,39
Ap5z1,39,194,84
Apaf1,40,131,38
Apba1,0,0,1
Apba2,0,0,0
Apba3,91,163,49
Apbb1,9,15,7
Apbb1ip,221,400,175
Apbb2,3,39,19
Apc,153,179,119
Apc-ps1,3,6,4
Apc2,3,2,0
Apcdd1,0,0,0
Apcs,0,0,0
Apeh,300,695,214
Apela,0,0,0
Apex1,95,121,73
Apex2,54,129,79
Aph1a,30,32,10
Aph1b,0,0,0
Aph1c,1,0,2
Api5,674,1460,651
Api5-ps,0,0,0
Apip,17,43,16
Aplf,14,60,31
Apln,0,0,0
Aplnr,0,0,0
Aplp1,0,0,0
Aplp2,95,232,68
Apmap,142,269,110
Apoa1,0,0,0
Apoa2,0,0,0
Apoa4,0,0,0
Apoa5,0,0,0
Apob,0,0,0
Apobec1,62,56,44
Apobec2,20,37,12
Apobec3,1049,2244,899
Apobec4,0,0,0
Apobr,9,43,7
Apoc1,0,0,0
Apoc2,0,0,0
Apoc3,0,0,0
Apoc4,0,0,0
Apod,0,0,0
Apoe,20,85,61
Apof,0,0,0
Apoh,0,0,0
Apol10a,0,0,0
Apol10b,1,3,4
Apol11a,0,0,0
Apol11b,0,0,0
Apol6,0,0,0
Apol7a,0,0,0
Apol7b,0,3,0
Apol7c,0,0,0
Apol7d,0,0,0
Apol7e,225,466,188
Apol8,0,2,4
Apol9a,0,0,0
Apol9b,1,4,1
Apold1,0,0,1
Apom,0,1,1
Apon,1,0,0
Apoo,3,2,9
Apoo-ps,9,15,10
Apool,70,138,61
Apopt1,123,146,129
App,4,15,19
Appbp2,136,369,152
Appbp2os,0,5,2
Appl1,203,360,228
Appl2,189,420,197
Aprt,233,427,166
Aprt-ps,0,0,0
Aptx,87,121,50
Aqp1,0,0,0
Aqp10-ps,5,12,4
Aqp11,8,15,11
Aqp12,0,0,0
Aqp2,0,0,0
Aqp3,39,82,38
Aqp4,0,0,1
Aqp5,0,0,0
Aqp6,0,0,0
Aqp7,0,0,0
Aqp8,0,0,0
Aqp9,9,33,8
Aqr,331,781,338
Ar,69,136,45
Araf,261,598,318
Arap1,144,459,192
Arap2,169,250,121
Arap3,0,6,2
Arc,7,4,3
Arcn1,497,1175,488
Areg,0,0,0
Arel1,90,298,166
Arf1,542,1156,467
Arf2,56,115,61
Arf3,136,200,83
Arf4,608,1087,513
Arf4os,0,0,0
Arf5,68,65,43
Arf6,16,42,17
Arfgap1,238,540,246
Arfgap2,125,294,88
Arfgap3,27,38,16
Arfgef1,188,464,226
Arfgef2,43,116,70
Arfgef3,0,3,1
Arfip1,62,117,46
Arfip2,71,115,56
Arfrp1,446,766,318
Arg1,3,9,3
Arg2,1,2,1
Arglu1,402,709,285
Arhgap1,406,844,332
Arhgap10,8,25,8
Arhgap11a,20,33,19
Arhgap12,162,325,147
Arhgap15,1555,3365,1631
Arhgap15os,5,22,7
Arhgap17,86,193,63
Arhgap18,67,177,70
Arhgap19,4,13,17
Arhgap20,1,0,4
Arhgap20os,0,0,0
Arhgap21,2,11,5
Arhgap22,1,4,0
Arhgap23,0,0,0
Arhgap24,0,1,2
Arhgap25,307,619,202
Arhgap26,194,436,141
Arhgap27,254,527,160
Arhgap27os1,0,0,0
Arhgap27os2,0,0,0
Arhgap27os3,76,141,65
Arhgap28,0,0,0
Arhgap29,13,47,8
Arhgap30,989,2164,996
Arhgap31,48,69,45
Arhgap32,0,2,0
Arhgap33,2,0,0
Arhgap33os,0,0,0
Arhgap35,31,63,21
Arhgap36,0,0,0
Arhgap39,37,55,26
Arhgap4,540,1267,492
Arhgap40,0,0,0
Arhgap42,0,1,0
Arhgap44,0,0,0
Arhgap45,2758,6385,2276
Arhgap5,63,163,156
Arhgap6,0,13,0
Arhgap8,0,0,0
Arhgap9,633,803,334
Arhgdia,837,1680,648
Arhgdib,3521,6115,2936
Arhgdig,0,1,0
Arhgef1,872,2053,800
Arhgef10,8,6,9
Arhgef10l,0,0,0
Arhgef11,27,44,25
Arhgef12,25,41,16
Arhgef15,1,5,0
Arhgef16,0,0,0
Arhgef17,0,0,0
Arhgef18,429,1104,371
Arhgef19,0,0,0
Arhgef2,297,879,239
Arhgef25,3,0,0
Arhgef26,1,7,3
Arhgef28,0,0,0
Arhgef3,687,1440,558
Arhgef33,5,2,4
Arhgef37,0,0,0
Arhgef38,0,0,4
Arhgef39,2,9,3
Arhgef4,84,152,51
Arhgef40,0,0,0
Arhgef5,0,0,0
Arhgef6,424,861,287
Arhgef7,125,300,135
Arhgef9,1,4,1
Arid1a,791,1655,667
Arid1b,67,244,105
Arid2,198,544,243
Arid3a,19,25,4
Arid3b,146,284,133
Arid3c,0,0,0
Arid4a,444,835,450
Arid4b,553,1238,523
Arid5a,341,703,300
Arid5b,125,259,128
Arih1,143,265,131
Arih2,243,619,248
Arl1,160,297,131
Arl10,3,11,7
Arl11,0,0,0
Arl13a,0,6,0
Arl13b,18,78,24
Arl14,0,0,0
Arl14ep,160,304,195
Arl14epl,0,0,0
Arl15,75,103,52
Arl16,116,163,63
Arl2,51,102,52
Arl2bp,25,93,42
Arl3,45,71,31
Arl4a,34,85,42
Arl4aos,0,0,0
Arl4c,546,1147,469
Arl4d,23,81,11
Arl5a,63,104,35
Arl5b,58,160,62
Arl5c,304,468,173
Arl6,3,0,0
Arl6ip1,1320,2820,1192
Arl6ip4,185,316,113
Arl6ip5,306,749,292
Arl6ip6,153,252,115
Arl8a,8,11,8
Arl8b,386,802,342
Arl9,1,0,0
Armc1,230,553,234
Armc10,202,320,135
Armc12,0,0,0
Armc2,6,4,6
Armc3,7,18,8
Armc4,0,0,0
Armc5,83,205,40
Armc6,34,121,39
Armc7,294,675,244
Armc8,237,451,233
Armc9,48,62,53
Armcx1,8,15,6
Armcx2,19,84,41
Armcx3,7,13,4
Armcx4,7,3,4
Armcx5,69,52,50
Armcx6,0,3,1
Armt1,154,306,127
Arnt,148,325,169
Arnt2,0,0,0
Arntl,116,274,115
Arntl2,5,2,0
Arpc1a,304,552,200
Arpc1b,1700,2934,1385
Arpc2,1198,2138,973
Arpc3,197,324,125
Arpc4,727,1544,669
Arpc5,2182,4286,1881
Arpc5l,551,982,442
Arpin,5,6,0
Arpp19,168,342,159
Arpp21,1,4,0
Arr3,0,1,0
Arrb1,65,106,44
Arrb2,37,71,38
Arrdc1,411,766,281
Arrdc2,17,23,16
Arrdc3,84,224,70
Arrdc4,3,1,15
Arrdc5,0,0,0
Arsa,51,112,38
Arsb,20,104,28
Arsg,7,17,15
Arsi,0,0,0
Arsj,0,0,0
Arsk,40,75,50
Art1,1,3,1
Art2a-ps,9,40,12
Art2b,433,696,300
Art3,2,5,2
Art4,43,61,38
Art5,0,1,0
Artn,0,0,0
Arv1,46,127,55
Arvcf,7,6,12
Arx,0,0,0
Arxes1,0,0,0
Arxes2,4,17,7
As3mt,65,109,35
Asah1,105,202,102
Asah2,3,1,8
Asap1,147,203,118
Asap2,5,23,6
Asap3,0,0,0
Asb1,7,11,12
Asb10,0,0,0
Asb11,1,0,0
Asb12,0,0,0
Asb13,155,265,145
Asb14,0,7,6
Asb15,2,0,0
Asb16,0,6,0
Asb17,0,6,0
Asb17os,0,0,0
Asb18,0,0,0
Asb2,0,9,4
Asb3,191,308,157
Asb4,0,0,0
Asb5,0,0,1
Asb6,261,449,220
Asb7,28,81,33
Asb8,177,319,133
Asb9,0,0,0
Ascc1,116,298,134
Ascc2,138,244,79
Ascc3,212,463,295
Ascl1,0,0,0
Ascl2,0,0,0
Ascl3,1,0,0
Ascl4,0,0,0
Ascl5,0,0,0
Asf1a,39,85,32
Asf1b,26,71,48
Asgr1,0,0,0
Asgr2,0,0,0
Ash1l,467,1011,573
Ash2l,31,80,37
Asic1,0,2,0
Asic2,0,0,0
Asic3,0,0,0
Asic4,0,0,1
Asic5,0,0,0
Asl,116,183,72
Asmt,0,0,0
Asna1,12,47,12
Asns,0,7,0
Asnsd1,70,115,34
Aspa,0,0,0
Aspdh,0,1,2
Aspg,0,0,0
Asph,1,2,4
Asphd1,1,1,2
Asphd2,0,0,0
Aspm,4,0,2
Aspn,0,0,2
Asprv1,0,1,0
Aspscr1,256,390,202
Asrgl1,75,214,94
Ass-ps1,0,0,0
Ass1,69,110,42
Aste1,39,181,81
Astl,0,0,0
Astn1,0,2,0
Astn2,0,0,0
Astx1a,0,0,0
Astx1b,0,0,0
Astx1c,0,0,0
Astx2,0,0,0
Astx3,0,0,0
Astx4a,0,0,0
Astx4b,0,0,0
Astx4c,0,0,0
Astx4d,0,0,0
Astx5,0,0,0
Astx6,0,0,0
Asxl1,125,276,106
Asxl2,402,908,422
Asxl3,0,0,0
Asz1,0,0,0
Atad1,446,969,405
Atad2,168,551,248
Atad2b,155,278,118
Atad3a,63,135,58
Atad3aos,10,25,9
Atad5,21,87,46
Atat1,38,49,24
Atcay,0,2,0
Atcayos,0,0,0
Ate1,167,380,145
Atf1,74,72,46
Atf1-ps,4,1,0
Atf2,242,425,233
Atf3,0,0,0
Atf4,323,615,231
Atf5,1,1,0
Atf6,31,147,52
Atf6b,67,169,95
Atf7,147,254,140
Atf7ip,1180,2541,1110
Atf7ip2,0,0,1
Atg10,57,84,42
Atg101,130,247,66
Atg12,255,647,187
Atg13,191,317,128
Atg14,78,144,74
Atg16l1,203,476,192
Atg16l2,188,567,222
Atg2a,159,363,139
Atg2b,71,172,66
Atg3,109,227,87
Atg4a,36,48,38
Atg4a-ps,9,9,0
Atg4b,178,398,128
Atg4c,2,6,1
Atg4d,230,461,182
Atg5,245,409,186
Atg7,87,215,95
Atg9a,15,74,17
Atg9b,3,2,1
Atic,103,124,65
Atl1,0,0,0
Atl2,122,254,75
Atl3,130,208,128
Atm,236,591,262
Atmin,42,72,33
Atn1,2,2,0
Atoh1,0,0,0
Atoh7,0,0,0
Atoh8,0,0,0
Atox1,82,90,28
Atp10a,29,77,31
Atp10b,0,1,0
Atp10d,234,527,220
Atp11a,28,104,57
Atp11b,645,1254,551
Atp11c,76,275,133
Atp12a,0,0,0
Atp13a1,475,957,369
Atp13a2,51,59,31
Atp13a3,115,257,115
Atp13a4,0,0,0
Atp13a5,0,0,0
Atp1a1,97,147,59
Atp1a2,0,2,0
Atp1a3,1,2,1
Atp1a4,0,0,0
Atp1b1,304,407,210
Atp1b2,0,0,0
Atp1b3,2577,5563,2099
Atp1b4,0,0,2
Atp23,8,19,5
Atp2a1,4,8,2
Atp2a2,47,125,66
Atp2a3,505,1242,499
Atp2b1,414,969,353
Atp2b2,0,2,0
Atp2b3,0,0,0
Atp2b4,4,42,3
Atp2c1,73,214,63
Atp2c2,0,0,0
Atp4a,0,0,0
Atp4b,0,0,0
Atp5a1,2160,4469,1921
Atp5b,2524,4537,2071
Atp5c1,1083,1874,913
Atp5d,650,1226,438
Atp5e,246,306,156
Atp5f1,744,1427,747
Atp5g1,74,107,58
Atp5g2,44,50,23
Atp5g3,379,543,272
Atp5h,194,347,149
Atp5j,334,383,226
Atp5j2,209,258,115
Atp5k,22,24,18
Atp5k-ps2,0,0,0
Atp5l,43,136,81
Atp5l-ps1,0,0,1
Atp5l-ps2,0,1,0
Atp5l2-ps,0,0,0
Atp5o,300,453,220
Atp5s,40,41,23
Atp6ap1,373,690,334
Atp6ap1l,0,0,0
Atp6ap2,557,880,388
Atp6v0a1,1,3,2
Atp6v0a2,259,568,258
Atp6v0a4,0,1,0
Atp6v0b,119,251,115
Atp6v0c,49,85,48
Atp6v0c-ps1,0,0,0
Atp6v0d1,53,119,53
Atp6v0d2,8,0,2
Atp6v0e,476,708,404
Atp6v0e2,0,0,0
Atp6v1a,139,482,161
Atp6v1b1,0,0,0
Atp6v1b2,403,779,345
Atp6v1c1,334,706,281
Atp6v1c2,0,4,1
Atp6v1d,483,1047,449
Atp6v1e1,232,446,218
Atp6v1e2,0,0,0
Atp6v1f,203,298,149
Atp6v1g1,100,166,82
Atp6v1g2,4,12,9
Atp6v1g3,0,2,1
Atp6v1h,315,599,271
Atp7a,28,129,48
Atp7b,2,0,2
Atp8a1,152,178,95
Atp8a2,15,31,8
Atp8b1,0,0,0
Atp8b2,114,261,132
Atp8b3,0,0,0
Atp8b4,438,1284,616
Atp8b5,0,0,0
Atp9a,10,6,10
Atp9b,193,461,212
Atpaf1,40,51,20
Atpaf2,122,266,106
Atpif1,55,83,26
Atr,140,426,195
Atraid,133,269,142
Atrip,20,33,19
Atrn,60,151,73
Atrnl1,4,16,23
Atrx,1108,2351,1049
Atxn1,122,521,92
Atxn10,339,612,298
Atxn1l,51,49,30
Atxn2,39,71,68
Atxn2l,47,96,53
Atxn3,65,208,103
Atxn7,124,297,119
Atxn7l1,105,299,99
Atxn7l1os1,1,1,0
Atxn7l1os2,7,23,3
Atxn7l2,11,43,10
Atxn7l3,35,59,25
Atxn7l3b,270,447,227
AU015228,0,2,0
AU015336,0,0,0
AU015791,0,0,0
AU015836,0,0,0
